date,count
2008-08-26,86
2008-08-27,107
2008-08-28,75
2008-08-29,68
2008-08-30,50
2008-08-31,74
2008-09-01,70
2008-09-02,81
2008-09-03,95
2008-09-04,88
2008-09-05,100
2008-09-06,61
2008-09-07,73
2008-09-08,67
2008-09-09,90
2008-09-10,82
2008-09-11,96
2008-09-12,82
2008-09-13,61
2008-09-14,65
2008-09-15,80
2008-09-16,84
2008-09-17,101
2008-09-18,80
2008-09-19,68
2008-09-20,62
2008-09-21,78
2008-09-22,78
2008-09-23,87
2008-09-24,97
2008-09-25,91
2008-09-26,82
2008-09-27,50
2008-09-28,41
2008-09-29,93
2008-09-30,81
2008-10-01,89
2008-10-02,85
2008-10-03,58
2008-10-04,55
2008-10-05,76
2008-10-06,92
2008-10-07,84
2008-10-08,62
2008-10-09,98
2008-10-10,77
2008-10-11,77
2008-10-12,69
2008-10-13,96
2008-10-14,98
2008-10-15,94
2008-10-16,74
2008-10-17,86
2008-10-18,74
2008-10-19,79
2008-10-20,74
2008-10-21,191
2008-10-22,111
2008-10-23,125
2008-10-24,130
2008-10-25,78
2008-10-26,68
2008-10-27,85
2008-10-28,116
2008-10-29,103
2008-10-30,83
2008-10-31,86
2008-11-01,58
2008-11-02,83
2008-11-03,86
2008-11-04,95
2008-11-05,102
2008-11-06,88
2008-11-07,116
2008-11-08,84
2008-11-09,70
2008-11-10,118
2008-11-11,116
2008-11-12,118
2008-11-13,117
2008-11-14,270
2008-11-15,79
2008-11-16,85
2008-11-17,125
2008-11-18,118
2008-11-19,120
2008-11-20,117
2008-11-21,99
2008-11-22,101
2008-11-23,77
2008-11-24,116
2008-11-25,120
2008-11-26,99
2008-11-27,80
2008-11-28,100
2008-11-29,67
2008-11-30,74
2008-12-01,112
2008-12-02,123
2008-12-03,144
2008-12-04,141
2008-12-05,126
2008-12-06,92
2008-12-07,108
2008-12-08,125
2008-12-09,136
2008-12-10,134
2008-12-11,159
2008-12-12,127
2008-12-13,102
2008-12-14,101
2008-12-15,105
2008-12-16,162
2008-12-17,194
2008-12-18,204
2008-12-19,272
2008-12-20,146
2008-12-21,133
2008-12-22,137
2008-12-23,130
2008-12-24,146
2008-12-25,70
2008-12-26,87
2008-12-27,86
2008-12-28,91
2008-12-29,151
2008-12-30,124
2008-12-31,132
