date,count
2013-01-01,2150
2013-01-02,3703
2013-01-03,4006
2013-01-04,4102
2013-01-05,3363
2013-01-06,3502
2013-01-07,4306
2013-01-08,4848
2013-01-09,4786
2013-01-10,4813
2013-01-11,4315
2013-01-12,3409
2013-01-13,3693
2013-01-14,4660
2013-01-15,5075
2013-01-16,5284
2013-01-17,5067
2013-01-18,4892
2013-01-19,3741
2013-01-20,3620
2013-01-21,4885
2013-01-22,5256
2013-01-23,5832
2013-01-24,5876
2013-01-25,5313
2013-01-26,4282
2013-01-27,4094
2013-01-28,5385
2013-01-29,5752
2013-01-30,5663
2013-01-31,5791
2013-02-01,5327
2013-02-02,4205
2013-02-03,4232
2013-02-04,5197
2013-02-05,5504
2013-02-06,5403
2013-02-07,5612
2013-02-08,4974
2013-02-09,3665
2013-02-10,3781
2013-02-11,5238
2013-02-12,5246
2013-02-13,5166
2013-02-14,5086
2013-02-15,4811
2013-02-16,4117
2013-02-17,4389
2013-02-18,5648
2013-02-19,5822
2013-02-20,5850
2013-02-21,5582
2013-02-22,5682
2013-02-23,4507
2013-02-24,4321
2013-02-25,5748
2013-02-26,6008
2013-02-27,6050
2013-02-28,5615
2013-03-01,5551
2013-03-02,4735
2013-03-03,4421
2013-03-04,5899
2013-03-05,6134
2013-03-06,6124
2013-03-07,5898
2013-03-08,5514
2013-03-09,4421
2013-03-10,4412
2013-03-11,5751
2013-03-12,6451
2013-03-13,5996
2013-03-14,5981
2013-03-15,6066
2013-03-16,4425
2013-03-17,4600
2013-03-18,6099
2013-03-19,6457
2013-03-20,6489
2013-03-21,6292
2013-03-22,5717
2013-03-23,4532
2013-03-24,4726
2013-03-25,6088
2013-03-26,6289
2013-03-27,5968
2013-03-28,5829
2013-03-29,5113
2013-03-30,4116
2013-03-31,3954
2013-04-01,5652
2013-04-02,6384
2013-04-03,6141
2013-04-04,6014
2013-04-05,5771
2013-04-06,4568
2013-04-07,4791
2013-04-08,6258
2013-04-09,6395
2013-04-10,6390
2013-04-11,6359
2013-04-12,6070
2013-04-13,4709
2013-04-14,4525
2013-04-15,6023
2013-04-16,6200
2013-04-17,6297
2013-04-18,6335
2013-04-19,5650
2013-04-20,4748
2013-04-21,4566
2013-04-22,6180
2013-04-23,6346
2013-04-24,6324
2013-04-25,6016
2013-04-26,5799
2013-04-27,4785
2013-04-28,4507
2013-04-29,6020
2013-04-30,5628
2013-05-01,5198
2013-05-02,5793
2013-05-03,5478
2013-05-04,4246
2013-05-05,4092
2013-05-06,6852
2013-05-07,6863
2013-05-08,6355
2013-05-09,5950
2013-05-10,5622
2013-05-11,4018
2013-05-12,4307
2013-05-13,5689
2013-05-14,6165
2013-05-15,5937
2013-05-16,5828
2013-05-17,5695
2013-05-18,4134
2013-05-19,4086
2013-05-20,5671
2013-05-21,6139
2013-05-22,6200
2013-05-23,6034
2013-05-24,5352
2013-05-25,3923
2013-05-26,3994
2013-05-27,5226
2013-05-28,6100
2013-05-29,6118
2013-05-30,5748
2013-05-31,5442
2013-06-01,4297
2013-06-02,4212
2013-06-03,5874
2013-06-04,6079
2013-06-05,6245
2013-06-06,6061
2013-06-07,5632
2013-06-08,4220
2013-06-09,4267
2013-06-10,5381
2013-06-11,5496
2013-06-12,6054
2013-06-13,6279
2013-06-14,5392
2013-06-15,3798
2013-06-16,3829
2013-06-17,5695
2013-06-18,6174
2013-06-19,5752
2013-06-20,5737
2013-06-21,5349
2013-06-22,4093
2013-06-23,4103
2013-06-24,6030
2013-06-25,6291
2013-06-26,5803
2013-06-27,5718
2013-06-28,5527
2013-06-29,3901
2013-06-30,3952
2013-07-01,5673
2013-07-02,6092
2013-07-03,6260
2013-07-04,5471
2013-07-05,5344
2013-07-06,4175
2013-07-07,4528
2013-07-08,6170
2013-07-09,6932
2013-07-10,7276
2013-07-11,6653
2013-07-12,5982
2013-07-13,4197
2013-07-14,4203
2013-07-15,6020
2013-07-16,6424
2013-07-17,6308
2013-07-18,6241
2013-07-19,5536
2013-07-20,4107
2013-07-21,3981
2013-07-22,5890
2013-07-23,6114
2013-07-24,6128
2013-07-25,5960
2013-07-26,5517
2013-07-27,4016
2013-07-28,3977
2013-07-29,5921
2013-07-30,5995
2013-07-31,6037
2013-08-01,6164
2013-08-02,5525
2013-08-03,4028
2013-08-04,4112
2013-08-05,5689
2013-08-06,6111
2013-08-07,5854
2013-08-08,5613
2013-08-09,5509
2013-08-10,3933
2013-08-11,4200
2013-08-12,5504
2013-08-13,5984
2013-08-14,6012
2013-08-15,5613
2013-08-16,5264
2013-08-17,4053
2013-08-18,4124
2013-08-19,5825
2013-08-20,6069
2013-08-21,5978
2013-08-22,6010
2013-08-23,5834
2013-08-24,4347
2013-08-25,4075
2013-08-26,5656
2013-08-27,6440
2013-08-28,6439
2013-08-29,6228
2013-08-30,5696
2013-08-31,4219
2013-09-01,4236
2013-09-02,5606
2013-09-03,6468
2013-09-04,6578
2013-09-05,6605
2013-09-06,6141
2013-09-07,4692
2013-09-08,4621
2013-09-09,6334
2013-09-10,6945
2013-09-11,6832
2013-09-12,6704
2013-09-13,6239
2013-09-14,4551
2013-09-15,4766
2013-09-16,6653
2013-09-17,6818
2013-09-18,6794
2013-09-19,6146
2013-09-20,5911
2013-09-21,4674
2013-09-22,4743
2013-09-23,6520
2013-09-24,6964
2013-09-25,7213
2013-09-26,7051
2013-09-27,6541
2013-09-28,4931
2013-09-29,4954
2013-09-30,7022
2013-10-01,6840
2013-10-02,6979
2013-10-03,6572
2013-10-04,6343
2013-10-05,5038
2013-10-06,4956
2013-10-07,6779
2013-10-08,7526
2013-10-09,7505
2013-10-10,7272
2013-10-11,6822
2013-10-12,5011
2013-10-13,5012
2013-10-14,6855
2013-10-15,7429
2013-10-16,7422
2013-10-17,7552
2013-10-18,6977
2013-10-19,5321
2013-10-20,5409
2013-10-21,7470
2013-10-22,7843
2013-10-23,7627
2013-10-24,7457
2013-10-25,7185
2013-10-26,5144
2013-10-27,5321
2013-10-28,7574
2013-10-29,7648
2013-10-30,7593
2013-10-31,7001
2013-11-01,6313
2013-11-02,5267
2013-11-03,5259
2013-11-04,7399
2013-11-05,7680
2013-11-06,7656
2013-11-07,7707
2013-11-08,7110
2013-11-09,5552
2013-11-10,5659
2013-11-11,7485
2013-11-12,8017
2013-11-13,7954
2013-11-14,7551
2013-11-15,7028
2013-11-16,5715
2013-11-17,6182
2013-11-18,8289
2013-11-19,8501
2013-11-20,8259
2013-11-21,7742
2013-11-22,7139
2013-11-23,5560
2013-11-24,5392
2013-11-25,7844
2013-11-26,7888
2013-11-27,7227
2013-11-28,6543
2013-11-29,5920
2013-11-30,5166
2013-12-01,4952
2013-12-02,7567
2013-12-03,7453
2013-12-04,7694
2013-12-05,7501
2013-12-06,7063
2013-12-07,5158
2013-12-08,5384
2013-12-09,7252
2013-12-10,8041
2013-12-11,7426
2013-12-12,7129
2013-12-13,6685
2013-12-14,5149
2013-12-15,5220
2013-12-16,6982
2013-12-17,7482
2013-12-18,7109
2013-12-19,7280
2013-12-20,6385
2013-12-21,4453
2013-12-22,4607
2013-12-23,5874
2013-12-24,5050
2013-12-25,3965
2013-12-26,5027
2013-12-27,5623
2013-12-28,4633
2013-12-29,4614
2013-12-30,5817
2013-12-31,5041
