date,count
2009-01-01,73
2009-01-02,128
2009-01-03,141
2009-01-04,104
2009-01-05,163
2009-01-06,151
2009-01-07,174
2009-01-08,166
2009-01-09,332
2009-01-10,142
2009-01-11,203
2009-01-12,185
2009-01-13,161
2009-01-14,193
2009-01-15,214
2009-01-16,172
2009-01-17,123
2009-01-18,141
2009-01-19,161
2009-01-20,172
2009-01-21,200
2009-01-22,173
2009-01-23,167
2009-01-24,151
2009-01-25,135
2009-01-26,174
2009-01-27,175
2009-01-28,183
2009-01-29,162
2009-01-30,175
2009-01-31,137
2009-02-01,148
2009-02-02,217
2009-02-03,216
2009-02-04,200
2009-02-05,193
2009-02-06,187
2009-02-07,164
2009-02-08,152
2009-02-09,157
2009-02-10,175
2009-02-11,202
2009-02-12,193
2009-02-13,191
2009-02-14,147
2009-02-15,169
2009-02-16,204
2009-02-17,202
2009-02-18,239
2009-02-19,204
2009-02-20,211
2009-02-21,177
2009-02-22,197
2009-02-23,198
2009-02-24,258
2009-02-25,233
2009-02-26,228
2009-02-27,232
2009-02-28,162
2009-03-01,211
2009-03-02,183
2009-03-03,222
2009-03-04,238
2009-03-05,193
2009-03-06,190
2009-03-07,171
2009-03-08,151
2009-03-09,197
2009-03-10,233
2009-03-11,196
2009-03-12,225
2009-03-13,206
2009-03-14,158
2009-03-15,156
2009-03-16,196
2009-03-17,190
2009-03-18,184
2009-03-19,184
2009-03-20,179
2009-03-21,157
2009-03-22,179
2009-03-23,191
2009-03-24,222
2009-03-25,236
2009-03-26,231
2009-03-27,190
2009-03-28,172
2009-03-29,174
2009-03-30,200
2009-03-31,279
2009-04-01,230
2009-04-02,239
2009-04-03,185
2009-04-04,177
2009-04-05,153
2009-04-06,226
2009-04-07,190
2009-04-08,216
2009-04-09,218
2009-04-10,197
2009-04-11,152
2009-04-12,220
2009-04-13,199
2009-04-14,189
2009-04-15,239
2009-04-16,206
2009-04-17,209
2009-04-18,212
2009-04-19,209
2009-04-20,222
2009-04-21,205
2009-04-22,256
2009-04-23,243
2009-04-24,227
2009-04-25,221
2009-04-26,163
2009-04-27,187
2009-04-28,227
2009-04-29,213
2009-04-30,235
2009-05-01,183
2009-05-02,159
2009-05-03,192
2009-05-04,205
2009-05-05,238
2009-05-06,266
2009-05-07,269
2009-05-08,222
2009-05-09,178
2009-05-10,180
2009-05-11,200
2009-05-12,256
2009-05-13,263
2009-05-14,234
2009-05-15,227
2009-05-16,159
2009-05-17,176
2009-05-18,193
2009-05-19,273
2009-05-20,259
2009-05-21,308
2009-05-22,192
2009-05-23,154
2009-05-24,180
2009-05-25,212
2009-05-26,244
2009-05-27,272
2009-05-28,220
2009-05-29,263
2009-05-30,163
2009-05-31,171
2009-06-01,193
2009-06-02,214
2009-06-03,243
2009-06-04,233
2009-06-05,215
2009-06-06,178
2009-06-07,169
2009-06-08,220
2009-06-09,344
2009-06-10,208
2009-06-11,212
2009-06-12,220
2009-06-13,219
2009-06-14,147
2009-06-15,217
2009-06-16,199
2009-06-17,210
2009-06-18,189
2009-06-19,210
2009-06-20,166
2009-06-21,154
2009-06-22,202
2009-06-23,237
2009-06-24,203
2009-06-25,241
2009-06-26,162
2009-06-27,155
2009-06-28,189
2009-06-29,203
2009-06-30,196
2009-07-01,218
2009-07-02,224
2009-07-03,206
2009-07-04,151
2009-07-05,140
2009-07-06,200
2009-07-07,217
2009-07-08,244
2009-07-09,216
2009-07-10,216
2009-07-11,125
2009-07-12,162
2009-07-13,241
2009-07-14,207
2009-07-15,248
2009-07-16,205
2009-07-17,237
2009-07-18,181
2009-07-19,180
2009-07-20,259
2009-07-21,246
2009-07-22,301
2009-07-23,243
2009-07-24,295
2009-07-25,153
2009-07-26,142
2009-07-27,220
2009-07-28,246
2009-07-29,232
2009-07-30,239
2009-07-31,226
2009-08-01,142
2009-08-02,154
2009-08-03,208
2009-08-04,192
2009-08-05,221
2009-08-06,238
2009-08-07,244
2009-08-08,200
2009-08-09,200
2009-08-10,222
2009-08-11,236
2009-08-12,223
