date,count
2015-10-19,20439
2015-10-20,20753
2015-10-21,20212
2015-10-22,20237
2015-10-23,18816
2015-10-24,14707
2015-10-25,15739
2015-10-26,20424
2015-10-27,20975
2015-10-28,20601
2015-10-29,20222
2015-10-30,18377
2015-10-31,12628
2015-11-01,13376
2015-11-02,19834
2015-11-03,22283
2015-11-04,21035
2015-11-05,20434
2015-11-06,19491
2015-11-07,14564
2015-11-08,14707
2015-11-09,20436
2015-11-10,21289
2015-11-11,20351
2015-11-12,20741
2015-11-13,19323
2015-11-14,13872
2015-11-15,14493
2015-11-16,20575
2015-11-17,21289
2015-11-18,21096
2015-11-19,21074
2015-11-20,19336
2015-11-21,14757
2015-11-22,16269
2015-11-23,20629
2015-11-24,20429
2015-11-25,20427
2015-11-26,16710
2015-11-27,15506
2015-11-28,13115
2015-11-29,13990
2015-11-30,19866
2015-12-01,21610
2015-12-02,20268
2015-12-03,21351
2015-12-04,18362
2015-12-05,13511
2015-12-06,13927
2015-12-07,19790
2015-12-08,20291
2015-12-09,20452
2015-12-10,19921
2015-12-11,18913
2015-12-12,14069
2015-12-13,13916
2015-12-14,19592
2015-12-15,19654
2015-12-16,19479
2015-12-17,18429
2015-12-18,16574
2015-12-19,12940
2015-12-20,13503
2015-12-21,16996
2015-12-22,16910
2015-12-23,17596
2015-12-24,13161
2015-12-25,10115
2015-12-26,10320
2015-12-27,12623
2015-12-28,15401
2015-12-29,15700
2015-12-30,14964
2015-12-31,12309
